,Unnamed: 0,id,story,post,label
173,38,'529653029747064832',prince-toronto,Prince fans lining up at Massey Hall. Wristbands for surprise show reportedly on sale at 6pm. #Toronto http://t.co/uZBPGlfyce,FALSE
174,40,'529654186791944192',prince-toronto,Prince rumoured to be performing in surprise show in Toronto http://t.co/PEbtcmybqc http://t.co/HOoFI33eV2,FALSE
175,47,'529739968470867968',prince-toronto,"Prince not playing Massey Hall tonight, promoter says http://t.co/clVHvM07kx http://t.co/IADirsFOOC",FALSE
176,81,'529540733020405760',prince-toronto,"PRINCE IN TORONTO TONIGHT:
@3RDEYEGIRL tweeted this morning to say OTNOROT CALLING, which is Toronto backwards, obviously.... Seems it's on!",FALSE
177,90,'529716453792956416',prince-toronto,Is #Prince in #Toronto? Rumours fly of surprise show... @masseyhall http://t.co/ySchlys6DA,FALSE
178,109,'529689679411810304',prince-toronto,People talking about stupid shit like government corruption and harassment when Prince is in Toronto smh,FALSE
179,118,'529713467184676864',prince-toronto,Secret Prince show rumored for Toronto tonight http://t.co/GE2DFcFKLJ,FALSE
180,120,'529695483661664257',prince-toronto,Clearly prince is having a show in #toronto @TorontoComms #tdot #gta #prince #concert http://t.co/e7oktlGd1v,FALSE
181,122,'529660296080916480',prince-toronto,Prince is playing a secret show in Toronto tonight.  I will also be playing a secret show tonight involving pizza &amp; netflix bingeing.,FALSE
182,136,'529720273285566464',prince-toronto,"In response to inquiries, we can confirm that Prince will not be performing at @masseyhall tonight.",FALSE
183,168,'529687410611728384',prince-toronto,Is it true? Prince rumoured to be performing surprise show in Toronto http://t.co/EZiiLVkXyb,FALSE
184,34,'576323086888361984',putinmissing,This appears to be the original source of the Putin/Kabayeva/Swiss clinic rumour http://t.co/bKfJTSGdca,TRUE
185,39,'577258317942149120',putinmissing,Was Vladimir Putin netralized by an internal coup? Or maybe he's vacationing in Harper's closet:  http://t.co/tlr3cFLEyv #LookingForNarnia,unverified
186,55,'576276947648405505',putinmissing,Coup in #Russia? Good article by @Forbes. http://t.co/aaNCpb0blW #RamzanKadyrov #Putin #putindead http://t.co/OfivdTlTbO,TRUE
187,102,'576812998418939904',putinmissing,Putin reappears on television amid rumours his 'girlfriend' is about 2 give birth http://t.co/yJuN1F0QXE http://t.co/B7FXmo03jK @Scofield_Fx,FALSE
188,103,'576755174531862529',putinmissing,Coup? RT @jimgeraghty: Rumors all Russian military attaches at embassy in London have returned to Moscow: http://t.co/e8ZoFxtfHX,TRUE
189,105,'576513463738109954',putinmissing,Putin reappears on TV amid claims he is unwell and under threat of coup http://t.co/YZln23EUx1 http://t.co/ZsAnBa5gz3,FALSE
190,134,'576319832800555008',putinmissing,Hoppla! @L0gg0l: Swiss Rumors: Putin absence due to girlfriend Alina giving birth in Ticino http://t.co/vZnGDH1Qys http://t.co/5TvXSdvd1H,TRUE
191,140,'576829262927413248',putinmissing,Very good on #Putin coup by @CoalsonR: Three Scenarios For A Succession In Russia http://t.co/fotdqxDfEV via @RFERL http://t.co/RdA0giizeb,TRUE
192,150,'576796432730071040',putinmissing,Unformed Russian Embassy staff in London have left for Russia  Rumours Putin HAS DIED! http://t.co/zSIV8w6FJ2 via @ShaunyNews #PutinDead?,FALSE
193,0,'500288349924782080',ferguson,Did anyone think of comparing the clothes that #MikeBrown was wearing when he was laying on the street to the security footage? #Ferguson,unverified
194,1,'500308076004929537',ferguson,"Possible ""robbery"" took place and BAM! Like magic it's as if another UNARMED black youth being murdered has been forgotten #smh #Ferguson",unverified
195,2,'500389488217309184',ferguson,#Ferguson chief let most of day go by b4 disclosing (after repeated Qs) that cop who killed #MikeBrown knew nothing about robbery. DANGER,FALSE
196,3,'500332933098385408',ferguson,"If you can justify shooting an unarmed teenager by saying ""he might have been committing a misdemeanor"" you are a fucking asshole. #Ferguson",FALSE
197,4,'500363126294863876',ferguson,"The #Ferguson police chief just basically confirmed #MikeBrown was gunned to death for the crime of walking in the street?

Horrific.",TRUE
198,5,'500394061887709184',ferguson,"The press conf makes #Ferguson PD look like they've gone from stonewalling to counter punching. We give up a name, we drag his thru the mud.",FALSE
199,6,'500280422295937024',ferguson,Darren Wilson is a six year veteran of the #Ferguson Police and had no disciplinary actions against him.,FALSE
200,7,'499366666300846081',ferguson,Line of police cars with high beams on greets anyone trying to enter #Ferguson. It's shut down. No media allowed. http://t.co/bk6jFFM7jj,TRUE
201,8,'500354773133299713',ferguson,"In 2009, #Ferguson police beat a man and charged him for bleeding on them: http://t.co/KzF6Z1l0UK",TRUE
202,9,'500377145349521411',ferguson,to be clear: an unarmed teenager POSSIBLY stealing a box of cigars does not warrant being shot to death by the police. #Ferguson,TRUE
203,10,'500378223977721856',ferguson,"Oh. So NOW the #Ferguson police chief says the cop didn't know about the robbery when he stopped #MikeBrown. The kid was ""jaywalking""? BS!",TRUE
204,11,'500327106824245249',ferguson,"All weekend ppl will be talking about the ""robbery"" instead of the shooting bc #Ferguson PD didn't release any info about the shooting.",unverified
205,12,'500298752469770240',ferguson,"Shoot unarmed kid.
Conceal evidence.
Impose martial law.
Harass reporters.
Smear the victim.
Worst. Police. Ever.
#Ferguson #MikeBrown",FALSE
206,13,'498280126254428160',ferguson,"Mike Brown was staying with his grandmother for the summer, who lived in the community. #Ferguson",FALSE
207,14,'500319675797209088',ferguson,"If we shot everyone in the street for stealing, imagine the carnage on Wall St. #mikebrown #ferguson",unverified
208,15,'499530130487017472',ferguson,A woman in #Ferguson was shot in head last night and released this selfie. Conflicting reports of how it happened: http://t.co/25WX6EkquG,TRUE
209,16,'500378522788315137',ferguson,#Ferguson police: Officer involved in fatal shooting of Michael Brown didn't know he was suspect in alleged robbery. http://t.co/L6bieyrz2a,FALSE
210,17,'500303431928922113',ferguson,"Reminder: Forget the robbery, forget the minor looting. NOTHING justifies militarized police pointing sniper rifles at journalists #Ferguson",FALSE
211,18,'500281094239817728',ferguson,#MikeBrown wanted to walk down the street. And he is dead. And the #Ferguson PD is using his silence in death to make him a criminal.,TRUE
212,19,'500307001629745152',ferguson,It appears that #Ferguson PD are trying to assassinate Mike Brown's character after literally assassinating Mike Brown.,FALSE
213,20,'500347114975944705',ferguson,New link: #Ferguson police release video they say shows a robbery involving #MichaelBrown: http://t.co/GMDuU33oed http://t.co/RaAWvjcWNu,FALSE
214,21,'500278045597368320',ferguson,URGENT: Darren Wilson is the police officer who shot Mike Brown http://t.co/RZ1eYcKpiY #Ferguson http://t.co/D2HyKchWvq,FALSE
215,22,'500377906305327104',ferguson,"#Ferguson PD charged #HenryDavis w/ ""destruction of property"" for bleeding on their uniforms: http://t.co/qQWPClW3tG http://t.co/5U3nMoMiF2",TRUE
216,23,'500258409988763649',ferguson,"Name of #Ferguson cop is expected to be released by 9 ET, police chief says: http://t.co/NhMsTgfzYi (J.B. Forbes, AP) http://t.co/7LU1iT1EKB",unverified
217,24,'500294803402137600',ferguson,Photos of alleged robbery involving Michael Brown in #Ferguson (via police) http://t.co/gr83XTGO1t http://t.co/7V34OtGYcn,unverified
218,25,'500341884678836224',ferguson,"Hobby Lobby asks #Ferguson PD for clarification: ""We thought chopping off someone's hand was the maximum penalty for shoplifting""",TRUE
219,26,'500290456845299714',ferguson,Here's the police report. Somehow #Ferguson cops valued a box of Swishers at nearly $50. Time to stop smokin I guess http://t.co/8ZkvrHkApc,TRUE
220,27,'500270780832174080',ferguson,Police in #Ferguson plan to release name of officer who shot unarmed teen Michael Brown: http://t.co/oqns3yVfTx http://t.co/9fb09WUtdN,FALSE
221,28,'500280838710247424',ferguson,"Police reports released this morning indicate Mike Brown was a suspect in a ""strong-armed"" robbery in #Ferguson",FALSE
222,29,'500284699546517505',ferguson,If there is surveillance of a robbery why release stills and not the video itself? #Ferguson,unverified
223,30,'500295393301647360',ferguson,The other day I asked a manager at the #Ferguson Market if police had requested surveillance video. She said no.,unverified
224,31,'500391222075076610',ferguson,"Store owner told @FOX2now Monday that there was a theft, but said it was not MichaelBrown; said it was someone else #Ferguson",TRUE
225,32,'500363740311982081',ferguson,What's so frustrating is that now we are talking about a robbery and not the killing of an unarmed kid. #ferguson,FALSE
226,33,'498430783699554305',ferguson,Witness: Police allegedly stopped Mike Brown after yelling at him to walk on sidewalk. #Ferguson http://t.co/XG00R6w0k6,TRUE
227,34,'500286058664579072',ferguson,Update: #Ferguson police release stills from convenience store footage showing robbery http://t.co/rl0RgIphUp http://t.co/PHUofG7mJR,unverified
228,35,'499612545909415938',ferguson,"Nearly 7k blacks were murdered last yr--almost all by other blacks. A tiny % were unarmed-killed-by-cop.
Where's Al, Jesse?
#tcot #ferguson",unverified
229,36,'499456140044824576',ferguson,St. Louis Co Police tell me ofcr shot a man who pointed handgun at him at Chambers &amp; Sheffingdell at about 1 a.m. Man in critical. #ferguson,unverified
230,37,'500319801344929795',ferguson,"The day #Ferguson cops told a dirty, bloody lie (via @thedailybeast): http://t.co/gnAlHsS7tu http://t.co/vpqnDDVd2u",unverified
231,38,'500279160795721728',ferguson,"Question for #Ferguson police chief? If OFFICER DARREN WILSON was in pursuit of a robbery suspect, why tell kids to get out of the road? LIE",unverified
232,39,'500381163866062848',ferguson,Report: #Ferguson police beat up wrong suspect then charged him for getting blood on uniforms in 2009 http://t.co/Mck8FYYOpp,TRUE
233,40,'500327120770301952',ferguson,How many white celebrities have been CAUGHT shoplifting and end up dead in streets? I'll wait. #Ferguson,unverified
234,41,'500413818368184321',ferguson,"Remarkably, despite the military-style police presence in #Ferguson, a known killer was able to skip town http://t.co/lDGjp6Wt1j",TRUE
235,42,'500371149713178625',ferguson,In what world do you let a cop who killed someone leave town? http://t.co/T0A3rn2PeL #Ferguson,FALSE
236,43,'500281131057811456',ferguson,"BREAKING NEWS: According to documents released to the press, #MikeBrown was connected to an earlier robbery #Ferguson http://t.co/LuCR9711S0",TRUE
237,44,'499368931367608320',ferguson,"Currently the #FoxNews website has zero, repeat, ZERO coverage of the #Ferguson protests, probably due to lack of cowboy hats.",unverified
238,45,'500279189405433858',ferguson,"That was very ""SLICK"" of the Police Chief to create a narrative that #MikeBrown was a ""suspect"" in a robbery!  #Ferguson",TRUE
239,46,'498293668655423488',ferguson,Every 28 hours a black male is killed in the United States by police or vigilantes. #Ferguson,TRUE
240,47,'498486826269548545',ferguson,".@AP I demand you retract the lie that people in #Ferguson were shouting ""kill the police"", local reporting has refuted your ugly racism",FALSE
241,48,'500280249629036544',ferguson,"Police name the officer who shot #Ferguson teenager #MichaelBrown. Watch: http://t.co/O76WptH1nE 
http://t.co/R6bxjsY9CZ",FALSE
242,49,'500298588992593920',ferguson,Police have named the cop who shot Michael Brown. @alicesperi's latest report from #Ferguson: http://t.co/1K79nsOtx3 http://t.co/cV3VCkUR6L,FALSE
243,50,'763098277986209792',illary,"Hillary Mystery Handler Spotted With Diazepam Pen (seizure drugs) Right Next to Her

►► https://t.co/y9X0yyg5CF https://t.co/oqBvkfpdWy",FALSE
244,51,'768859780240773121',illary,Sick Hillary is seen here using great caution as she attempts to get out of a car. #HillarysHealth https://t.co/1ys6vMJrds,unverified
245,52,'775057555865206784',illary,What do you think Hillary is suffering from?,unverified
246,53,'774991078265094144',illary,"Except for the coughing, fainting, apparent seizures and ""short-circuits,"" Hillary is in the peak of health.",FALSE
247,54,'769988636754505729',illary,267 days since Sick Hillary had a press conference.,TRUE
248,55,'758159624122097664',illary,"Anyone who knows Marina Joyce personally knows she has a serious drug addiction. she needs help, but in the form of rehab #savemarinajoyce",TRUE
249,56,'764927075522260992',illary,Secret Service tells Infowars: Hillary seriously ill; needs special accommodations Tune in 4pm-6pm CST https://t.co/OQtch0Lewb #trump #tcot,FALSE
250,57,'767725956706414592',illary,"""Go online &amp; put down 'Hillary Clinton illness,'"" Rudy says. Yes -- but look up the truth -- not health smears  https://t.co/EprqiZhAxM",unverified
251,0,'544282227035869184',sydneysiege,"BREAKING NEWS: Gunmen take hostages at Sydney cafe, wave Islamic flag http://t.co/zmSo3ARDVs http://t.co/HFW40OyVUz",TRUE
252,1,'544324444773433348',sydneysiege,"Uber says it has hiked prices in Sydney to ""encourage more drivers to come online &amp; pick up passengers."" http://t.co/MCJ0rMSXPc #SydneySiege",TRUE
253,2,'544350712365207552',sydneysiege,#BREAKING Reports two customers and an employee have escaped the #SydneySiege http://t.co/fSLeobzxHh,TRUE
254,3,'544271362022338560',sydneysiege,"Black Islamic flag being held up in window of #lindt chocolate store in Martin Place, Sydney - hostages inside. http://t.co/fAV7PEuY6P",TRUE
255,4,'544514564407427072',sydneysiege,"Police seem relaxed, suggesting all hostages are out and gunman no longer a threat http://t.co/xheuclMCmj #sydneysiege",TRUE
256,5,'544309275141885952',sydneysiege,Approximately 50 hostages may be held captive at #Lindt café – local reports http://t.co/1ZlzKDjvSf #sydneysiege http://t.co/NvLr5kyQG8,FALSE
257,6,'544314234541469696',sydneysiege,Uber intros surge pricing in downtown Sydney during hostage siege http://t.co/XWGe9MpUzU http://t.co/cwhIiozFNr,TRUE
258,7,'544381485591982083',sydneysiege,Reports on @channeltennews #sydneysiege gunman wants #ISIL flag delivered to cafe and he also wants to speak to PM or people will be killed.,TRUE
259,8,'544278985249550337',sydneysiege,Geoblock lifted on #ABCNews24. Streaming coverage of the Martin Place siege in Sydney here  http://t.co/HvQuvP4SIb.,TRUE
260,9,'544367462012432384',sydneysiege,"MORE: Police confirm 3 hostages escape Sydney cafe, unknown number remain inside http://t.co/pcAt91LIdS #Sydneysiege",TRUE
261,10,'544491151118860289',sydneysiege,"SYDNEY HOSTAGE-TAKER
- Man Monis, 49
- Originally from Iran
- Self-styled sheikh
- Accused of sexually assaulting 7 women
DEVELOPING..",TRUE
262,11,'544515538383564801',sydneysiege,"Haron Monis,Hostage-taker in #Sydney: Fled #Iran 96,suspect in ex-wife killing,46 sex assaults http://t.co/3caiB9OnFg http://t.co/vfOXjtrGgZ",TRUE
263,12,'544297696308518912',sydneysiege,"UPDATE: 13 people being held hostage in #Sydney shop, Opera House evacuated after suspicious package found: reports http://t.co/n4D3yGjso9",FALSE
264,13,'544290258951892992',sydneysiege,Central Sydney shut down by police amid ongoing hostage situation: http://t.co/TvAlMmqFxP,TRUE
265,14,'544512108885725184',sydneysiege,Paramedics are currently carrying out a number of hostages in #MartinPl. #SydneySiege #9News,TRUE
266,15,'544374511194632192',sydneysiege,UPDATE: Total of 5 people have been able to get out of Sydney cafe during hostage situation: http://t.co/mp18E4DdjW http://t.co/n5vhI5DsZg,TRUE
267,16,'544292670336925696',sydneysiege,UPDATE: 13 hostages inside Sydney coffee shop near Sydney Opera House; Abbott will deliver a statement shortly. #ISISAttacks #sydneyseige,FALSE
268,17,'544319832486064128',sydneysiege,"Hostage situation erupts in Sydney cafe, Australian prime minister says it may be ""politically motivated"" http://t.co/439C1MkRWf",TRUE
269,18,'544329935943237632',sydneysiege,Uber Sydney trips from CBD will be free for riders. Higher rates are still in place to encourage drivers to get into the CBD.,TRUE
270,19,'544293753130082305',sydneysiege,DETAILS: The hostage site is Lindt Chocolat Cafe near #Sydney Harbor http://t.co/1ZlzKDjvSf http://t.co/7u8EFUwCey,FALSE
271,20,'544380742076088320',sydneysiege,"This is shot that captures the #sydneysiege: sheer terror/relief of escaped hostages, incredible work of @nswpolice http://t.co/iCffJZ9NuZ",TRUE
272,21,'544382892378714113',sydneysiege,Five Hostages Escape Sydney Cafe Siege — Live Updates From @BuzzFeedOz http://t.co/aFHirytbFH http://t.co/BiLJuBBc5R,TRUE
273,22,'544277117039837184',sydneysiege,Flag in window of Sydney Lindt cafe not an ISIS flag. Reads: ‘There is no God but Allah and Muhammad is the messenger of God’ (@liztilley84),TRUE
274,23,'544358533819420672',sydneysiege,BREAKING: Three hostages appear to have escaped the Sydney cafe where a siege remains ongoing. http://t.co/akfqcnbofX #sydneyseige,TRUE
275,24,'544391533240516608',sydneysiege,Five hostages have escaped the besieged Lindt Cafe in #Sydney | Our latest update: http://t.co/XJVICQdu0y http://t.co/aNGBZsCmdQ,TRUE
276,25,'544289941996326912',sydneysiege,Prime Minister Tony Abbott's statement on the #SydneySiege. Updates: http://t.co/EgWHAnjO35 http://t.co/AGhyN5Qkei,TRUE
277,26,'544350567183556608',sydneysiege,We can see people coming out a firedoor near the Lindt cafe to waiting police. 2-3 people. Hard to see. #sydneysiege,TRUE
278,27,'544305540286148609',sydneysiege,A man believed to be the gunman filmed wearing a black headband inside the cafe http://t.co/7ixIlhiVXZ http://t.co/dOW5zfm1uU,TRUE
279,28,'544511199702822913',sydneysiege,POLICE MOVE IN: Police confirm live ammunition used in Martin Place #sydneysiege,TRUE
280,29,'544268732046913536',sydneysiege,#BREAKING: Hostages are being held and a siege is taking place at Sydney's Lindt Chocolat Cafe in Martin Place.,TRUE
281,30,'544291804057960448',sydneysiege,FIRST PHOTOS: Hostage pressed against a window. #SydneySiege http://t.co/MOy8zCHp5a,TRUE
282,31,'544514570367168512',sydneysiege,"#SydneySiege: Latest video of hostages escaping.
https://t.co/eFfgSbt2hO",unverified
283,32,'5.44307E+17',sydneysiege,"US evacuated Consulate in Sydney after #sydneysiege. Emergency warning to U.S. citizens urging them to ""maintain high level of vigilance"".",FALSE
284,33,'544282005941530624',sydneysiege,Hostages in Sydney cafe made to hold up Islamic flags http://t.co/I1PsUPekkB,TRUE
285,34,'544512910538838016',sydneysiege,"UPDATE: Hostages fleeing #Sydney cafe held by Iranian gunman as explosions, gunshots are heard: http://t.co/WrPVZSJHlX",FALSE
286,35,'544510450101415936',sydneysiege,"Several more hostages flee from cafe under siege in Sydney, local media say http://t.co/YjuafDPNEY",FALSE
287,36,'544272537341812736',sydneysiege,SYDNEY SIEGE: Gunman forces hostages to hold up ISIS flag in window http://t.co/9K3XXEiSFa http://t.co/cATxCjYXpy,FALSE
288,37,'544352727971954690',sydneysiege,"Local media: 3 people appear to escape from Martin Place, Sydney, café, amid hostage situation - @ABCNews http://t.co/N5mmnilz4Z",TRUE
289,38,'544271284796784640',sydneysiege,"DEVELOPING: Gunman Takes Hostages In Sydney Cafe, 'ISIS' Flags Being Held Against Window - http://t.co/gDkig15YuN http://t.co/suVfoMmBwM",TRUE
290,39,'544287209730236416',sydneysiege,"Sydney Opera House evacuated, concourse deserted http://t.co/NMbuLCimKV #SydneySiege (via @cberkman) http://t.co/QYlOU0REVw",FALSE
291,40,'544517264054423552',sydneysiege,#BREAKING: Police have confirmed that the #SydneySiege is over. #9News,TRUE
292,41,'544328894812549121',sydneysiege,"#SYDNEYSIEGE: Hostage-takers ‘have suicide belts, demand radio convo with #Abbott’ – report http://t.co/1ZlzKDjvSf http://t.co/7Jej7i4SlO",FALSE
293,42,'544518335019229184',sydneysiege,#BREAKING: At least two people have died following the #SydneySiege. 5 people are being treated by paramedics.,TRUE
294,43,'544504183341064192',sydneysiege,"Escaped #SydneySiege hostage, Elly Chen, a top student and skilled sportswoman http://t.co/cOyz8N2IMb http://t.co/48YdSm7lJB",TRUE
295,44,'544305745416581120',sydneysiege,Police stand guard as hostages are held in a cafe in Sydney. Follow AFP's LIVE REPORT: http://t.co/yKWnSmShSY http://t.co/wyjunPbDfo,FALSE
296,45,'544271069146656768',sydneysiege,We understand there are two gunmen and up to a dozen hostages inside the cafe under siege at Sydney.. ISIS flags remain on display #7News,FALSE
297,46,'544291965513134080',sydneysiege,"According to Seven, this is a picture of the gunman http://t.co/3Zor3gSOSO",TRUE
298,47,'544301453717041152',sydneysiege,BREAKING UPDATE: Gunman says four devices are located around Sydney. Security response underway. Police calling for calm. 9News,TRUE
299,48,'544399927045283840',sydneysiege,"NSW Police confirm 5 hostages have emerged from #sydneysiege and they are negotiating: ""It might take a bit of time"" http://t.co/le9r9REzdR",TRUE
300,49,'544283772569788416',sydneysiege,Live Updates: Siege in Sydney Cafe http://t.co/aNIHU5DlLj,TRUE
301,50,'544288681021145090',sydneysiege,Up to 20 held hostage in Sydney Lindt Cafe siege http://t.co/4KisV2PKI5 http://t.co/qIaa63SCQk,FALSE
302,51,'544278335455776769',sydneysiege,"#BREAKING Hostages held inside Sydney cafe, Islamic flag held up",TRUE
303,52,'544462330105712640',sydneysiege,Sydney airspace wasn't closed. A second terror suspect wasn't arrested. Myths around #sydneysiege debunked. http://t.co/yTLKLUKnFd,FALSE
304,53,'544274934835707905',sydneysiege,Several people being held hostage at a Sydney cafe. Australian tv showing people with  hands up against a window: http://t.co/AD2PR4OPFq,TRUE
305,54,'544512664769396736',sydneysiege,"BREAKING: Police enter #Lindt cafe, hostages flee http://t.co/iuaLgRi7jj  #sydneysiege http://t.co/hXZ8EffN3f",TRUE
306,55,'544277860555710464',sydneysiege,ISIS -holding a Cafe hostage in Sydney- forcing Hostages to press ISIS flags against the Windows #DramaAlert HOT! http://t.co/XwXLvvWc76,FALSE
307,56,'544289311504355328',sydneysiege,Statement from Prime Minister Tony Abbott on Sydney hostage situation. http://t.co/MHkNRZFQWB,TRUE
308,57,'544513524438155264',sydneysiege,"Sydney siege: police enter cafe as hostages flee the scene, gunfire heard, reports of an injured person – live http://t.co/c4xbud6a3m",TRUE
309,58,'544269749405097984',sydneysiege,BREAKING: Live coverage of hostage situation unfolding in Sydney's Martin Place http://t.co/TTG8ye71Zg http://t.co/iTwradHTb3,TRUE
310,59,'544306402731507712',sydneysiege,#pmharper tweets 'Canada's thoughts and prayers are with our Australian friends.' 13-40 hostages held in cafe in #Sydney. #SydneySiege,FALSE
311,60,'544520273718812672',sydneysiege,Police confirm that #sydneysiege is finally over. Two people reportedly injured after suffering gunshot wounds http://t.co/nsprnSYTDT,TRUE
312,61,'544310853613281281',sydneysiege,The Sydney cafe siege may be part of a larger plot. @Y7News #MartinPlaceSiege http://t.co/f2aTNEpjmh http://t.co/DE4IBxv73K,FALSE
313,62,'544358564484378624',sydneysiege,Police: Negotiators are now in contact with armed hostage-taker in Sydney situation; motive remains unknown - http://t.co/mp18E4DdjW,TRUE
314,63,'544289409294553088',sydneysiege,Full statement from PM Abbott on #Sydneysiege #MartinPlace #Lindt. http://t.co/7ilKZGNBDz,TRUE
315,64,'544391176137089024',sydneysiege,"Hostage taker in Sydney cafe demands ISIS flag and call with Australian PM, Sky News reports. http://t.co/a2vgrn30Xh #sydneysiege",TRUE
316,65,'544520042810200064',sydneysiege,"#sydneysiege is over. 2 confirmed dead, #PrayForSydney #PrayForSydneyHostages #Sydney #hostages",TRUE
317,66,'544292129972170752',sydneysiege,BREAKING ALERT: Preliminary reports indicate perpetrators appear to be members of #ISIS. #SydneySiege,FALSE
318,67,'544319274072817664',sydneysiege,"Ray Hadley says he spoke with hostage, and could hear the gunman in the background barking orders and demanding to go live on air",TRUE
319,68,'544512676643500033',sydneysiege,BREAKING  @SkyBusiness: freed hostage borne high from #sydneysiege w/c.4 paramedic teams on the scene http://t.co/DKBQI5tx4B ( carsonscottLI,TRUE
320,69,'544476808566276097',sydneysiege,TV channels have chosen not to show videos of hostages relaying #sydneysiege gunman's demands. http://t.co/5jtd36wFOU http://t.co/oKJPRv40l3,TRUE
321,70,'544333764814323713',sydneysiege,"Gunman's headband reads, ""We are your soldiers O Muhammad"".
#MartinPlace #SydneySiege http://t.co/ggUgP4kV9c",TRUE
322,71,'544274544174071809',sydneysiege,Take a break from bashing Cheney and waterboarding. Possible ISIS terrorist attack ongoing in Sydney. http://t.co/nkksw4ozE2,unverified
323,72,'544294893146091520',sydneysiege,Ongoing hostage situation in Sydney café. #sydneysiege Major landmarks like the Sydney Opera House evacuated  http://t.co/fmvq54QmTO,FALSE
324,73,'544315472075042818',sydneysiege,US consulate in #Sydney reportedly evacuated amid ongoing hostage situation at chocolate shop http://t.co/n4D3yGjso9 http://t.co/ayL7vvqxl8,unverified
